Date,Nifty,SP500,Crude,EURUSD
Jun-30-2009,4291.10,927.228853,80.87,0.71165
Jul-01-2009,4340.90,919.323942,79.7,0.71335
Jul-02-2009,4348.85,923.328036,79.43,0.70765
Jul-03-2009,4424.25,896.423078,77.58,0.71405
Jul-06-2009,4165.70,896.423078,77.58,0.71425
Jul-07-2009,4202.15,898.717695,75.38,0.71795
Jul-08-2009,4078.90,881.03219,74.72,0.71615
Jul-09-2009,4080.95,879.559901,72.92,0.72085
Jul-10-2009,4003.90,882.682218,73.86,0.71475
Jul-13-2009,3974.05,879.128333,73.4,0.71885
Jul-14-2009,4111.40,901.051498,72.97,0.71665
Jul-15-2009,4233.50,905.836942,72.75,0.71595
Jul-16-2009,4231.40,932.676713,74.94,0.70895
Jul-17-2009,4374.95,940.744079,75.97,0.70865
Jul-20-2009,4502.25,940.376345,77.09,0.70855
Jul-21-2009,4469.10,951.125566,78.34,0.70325
Jul-22-2009,4398.90,954.576225,78.66,0.70315
Jul-23-2009,4523.75,954.072126,80.03,0.70355
Jul-24-2009,4568.55,976.291111,81.44,0.69985
Jul-27-2009,4572.30,979.262658,81.72,0.70385
Jul-28-2009,4564.10,982.176641,81.05,0.70285
Jul-29-2009,4513.50,979.623555,80.44,0.70745
Jul-30-2009,4571.45,975.147031,78.15,0.71215
Jul-31-2009,4636.45,986.754389,80.71,0.71075
Aug-03-2009,4711.40,987.475178,80.57,0.70235
Aug-04-2009,4680.50,1002.625044,81.55,0.69395
Aug-05-2009,4694.15,1005.647437,82.28,0.69405
Aug-06-2009,4585.50,1002.723049,83.12,0.69465
Aug-07-2009,4481.40,997.080798,83.36,0.69645
Aug-10-2009,4437.65,1010.475123,82.17,0.70285
Aug-11-2009,4471.35,1007.09533,82.8,0.70725
Aug-12-2009,4457.50,994.345539,81.59,0.70765
Aug-13-2009,4605.00,1005.806137,81.96,0.70375
Aug-14-2009,4580.05,1012.732932,82.23,0.70045
Aug-17-2009,4387.90,1004.094121,80.35,0.70345
Aug-18-2009,4458.90,979.729925,80.01,0.71035
Aug-19-2009,4394.10,989.669422,81.54,0.70805
Aug-20-2009,4453.45,996.464477,82.63,0.70315
Aug-21-2009,4528.80,1007.370432,81.51,0.70235
Aug-24-2009,4642.80,1026.129799,82.32,0.69965
Aug-25-2009,4659.35,1025.572434,82.36,0.69835
Aug-26-2009,4680.85,1027.998293,80.51,0.69775
Aug-27-2009,4688.20,1028.123778,80.22,0.70335
Aug-28-2009,4732.35,1030.982103,81.02,0.70155
Aug-31-2009,4662.10,1028.931723,80.95,0.69625
Sep-01-2009,4625.35,1020.624637,78.7,0.69735
Sep-02-2009,4608.35,998.042069,77.19,0.70235
Sep-03-2009,4593.55,994.754644,76.94,0.70155
Sep-04-2009,4680.40,1003.238385,76.44,0.70105
Sep-07-2009,4782.90,1016.403643,76.21,0.70275
Sep-08-2009,4805.25,1016.403643,76.21,0.69755
Sep-09-2009,4814.25,1025.386079,78.34,0.68825
Sep-10-2009,4819.40,1033.37407,78.39,0.68615
Sep-11-2009,4829.55,1044.140246,78.9,0.68705
Sep-14-2009,4808.60,1042.732183,77.3,0.68525
Sep-15-2009,4892.10,1049.3362,77.52,0.68345
Sep-16-2009,4958.40,1052.631566,78.72,0.68535
Sep-17-2009,4965.55,1068.757108,79.9,0.68095
Sep-18-2009,4976.05,1065.485336,80.48,0.67815
Sep-22-2009,5020.20,1068.295328,80.31,0.67925
Sep-23-2009,4969.95,1071.662619,79.08,0.67585
Sep-24-2009,4986.55,1060.865308,77.19,0.67695
Sep-25-2009,4958.95,1050.782103,74.96,0.68005
Sep-29-2009,5006.85,1044.382375,74.79,0.67945
Sep-30-2009,5083.95,1060.605745,75.47,0.68675
Oct-01-2009,5083.40,1057.078558,78.24,0.68385
Oct-05-2009,5003.20,1029.845827,78.34,0.6838074
Oct-06-2009,5027.40,1040.455451,77.88,0.6856359
Oct-07-2009,4985.75,1054.718888,78.43,0.6835737
Oct-08-2009,5002.25,1057.584917,77.57,0.6819
Oct-09-2009,4945.20,1065.480783,79.98,0.6776
Oct-12-2009,5054.25,1071.489222,80.5,0.6792
Oct-14-2009,5118.20,1076.188745,81.62,0.67685
Oct-15-2009,5108.85,1092.022253,83.18,0.6735
Oct-16-2009,5142.15,1096.557808,84.85,0.6714
Oct-17-2009,5141.80,1087.682343,85.69,0.6731
Oct-20-2009,5114.45,1087.682343,85.69,0.6731
Oct-21-2009,5063.60,1091.0641,86.1,0.6725
Oct-22-2009,4988.60,1081.400641,88.22,0.6685
Oct-23-2009,4997.05,1092.909178,88.14,0.6693
Oct-26-2009,4970.90,1079.60244,87.92,0.6681
Oct-27-2009,4846.70,1066.950179,86.56,0.6723
Oct-28-2009,4826.15,1063.414895,87.13,0.6773
Oct-29-2009,4750.55,1042.631474,85.21,0.68015
Oct-30-2009,4711.70,1066.107696,87.38,0.6759
Nov-03-2009,4563.90,1036.194537,84.72,0.6808
Nov-04-2009,4710.80,1045.408874,87.35,0.6848
Nov-05-2009,4765.55,1046.499943,88.18,0.6756
Nov-06-2009,4796.15,1066.630847,87.35,0.67465
Nov-09-2009,4898.40,1069.300601,85.49,0.67585
Nov-10-2009,4881.70,1093.080333,87.39,0.66645
Nov-11-2009,5003.95,1093.013961,86.87,0.66885
Nov-12-2009,4952.65,1098.507184,87.52,0.66775
Nov-13-2009,4998.95,1087.237423,85.92,0.67265
Nov-16-2009,5058.05,1093.480688,85.27,0.67175
Nov-17-2009,5062.25,1109.298617,87.53,0.66805
Nov-18-2009,5054.70,1110.317373,88.02,0.67405
Nov-19-2009,4989.00,1109.795845,88.66,0.66745
Nov-20-2009,5052.45,1094.896096,87.31,0.67225
Nov-23-2009,5103.55,1091.376937,87.16,0.67315
Nov-24-2009,5090.55,1106.241793,87.07,0.66765
Nov-25-2009,5108.15,1105.653207,85.97,0.66965
Nov-26-2009,5005.55,1110.629658,88.24,0.66385
Nov-27-2009,4941.75,1110.629658,88.24,0.66755
Nov-30-2009,5032.70,1091.491214,87.27,0.66835
Dec-01-2009,5122.00,1095.629558,88.8,0.66695
Dec-02-2009,5123.25,1108.863356,89.44,0.66175
Dec-03-2009,5131.70,1109.235264,88.41,0.66415
Dec-04-2009,5108.90,1099.922226,89.06,0.66235
Dec-07-2009,5066.70,1105.975543,88.28,0.67215
Dec-08-2009,5147.95,1103.252932,87.54,0.67475
Dec-09-2009,5112.00,1091.940219,86.17,0.67845
Dec-10-2009,5134.65,1095.948623,83.78,0.67925
Dec-11-2009,5117.30,1102.351644,83.27,0.67945
Dec-14-2009,5105.70,1106.411427,83.19,0.68485
Dec-15-2009,5033.05,1114.113666,83.19,0.68285
Dec-16-2009,5042.05,1107.926808,83.15,0.68855
Dec-17-2009,5041.75,1109.178634,84.14,0.68595
Dec-18-2009,4987.70,1096.083255,83.6,0.69745
Dec-21-2009,4952.60,1102.465626,84.52,0.70015
Dec-22-2009,4985.85,1114.046101,83.77,0.69905
Dec-23-2009,5144.60,1118.024438,83.99,0.70235
Dec-24-2009,5178.40,1120.592041,85.3,0.69815
Dec-29-2009,5187.95,1126.476047,86.41,0.69615
Dec-30-2009,5169.45,1126.204108,87.33,0.69665
Dec-31-2009,5201.05,1126.421119,87.55,0.69955
Jan-04-2010,5232.20,1115.102681,87.15,0.69775
Jan-05-2010,5277.90,1132.985478,88.78,0.69315
Jan-06-2010,5281.80,1136.523386,89.22,0.69455
Jan-07-2010,5263.10,1137.13783,90.6,0.69395
Jan-08-2010,5244.75,1141.694928,90.07,0.69895
Jan-11-2010,5249.40,1144.983058,90.69,0.69735
Jan-12-2010,5210.40,1146.978977,90.53,0.68755
Jan-13-2010,5233.95,1136.221168,89.04,0.68795
Jan-14-2010,5259.90,1145.676014,88.16,0.68995
Jan-15-2010,5252.20,1148.460648,88.14,0.69065
Jan-18-2010,5274.85,1136.028881,86.79,0.69525
Jan-19-2010,5225.65,1136.028881,86.79,0.69525
Jan-20-2010,5221.70,1150.232178,87.24,0.70085
Jan-21-2010,5094.15,1138.040246,86.11,0.70915
Jan-22-2010,5036.00,1116.478536,84.39,0.71165
Jan-25-2010,5007.90,1091.755535,82.79,0.70655
Jan-27-2010,4853.10,1096.784901,83.72,0.70695
Jan-28-2010,4867.25,1097.504182,82.09,0.71185
Jan-29-2010,4882.05,1084.526415,81.79,0.71625
Feb-01-2010,4899.70,1073.869364,81.1,0.72005
Feb-02-2010,4830.10,1089.188735,82.5,0.71885
Feb-03-2010,4931.85,1103.323052,84.6,0.71685
Feb-04-2010,4845.35,1097.281694,84.7,0.71845
Feb-05-2010,4718.65,1063.10986,81.23,0.72615
Feb-06-2010,4757.25,1066.186826,78.75,0.73205
Feb-08-2010,4760.40,1066.186826,78.75,0.73205
Feb-09-2010,4792.65,1056.744665,79.3,0.72995
Feb-10-2010,4757.20,1070.52374,81.3,0.73005
Feb-11-2010,4826.85,1068.134595,81.53,0.73005
Feb-15-2010,4801.95,1078.466575,82.36,0.73325
Feb-16-2010,4855.75,1075.513262,81.51,0.73555
Feb-17-2010,4914.00,1094.87096,83.97,0.72865
Feb-18-2010,4887.75,1099.509086,83.98,0.73435
Feb-19-2010,4844.90,1106.752095,84.73,0.73615
Feb-22-2010,4856.40,1109.172983,84.63,0.73935
Feb-23-2010,4870.05,1108.014922,85.07,0.73555
Feb-24-2010,4858.60,1094.60157,83.98,0.73875
Feb-25-2010,4859.75,1105.244201,84.81,0.73665
Feb-26-2010,4922.30,1102.942516,83.03,0.74095
Mar-02-2010,5017.00,1104.493369,84.18,0.73225
Mar-03-2010,5088.10,1118.31055,84.07,0.73735
Mar-04-2010,5080.25,1118.789921,85.12,0.72835
Mar-05-2010,5088.70,1122.973559,85.15,0.73495
Mar-08-2010,5124.00,1138.698076,86.37,0.73415
Mar-09-2010,5101.50,1138.504872,86.94,0.73395
Mar-10-2010,5116.25,1140.446408,86.42,0.73675
Mar-11-2010,5133.40,1145.608971,86.48,0.73165
Mar-12-2010,5137.00,1150.243149,86.52,0.73125
Mar-15-2010,5128.90,1149.991906,85.2,0.72685
Mar-16-2010,5198.10,1150.513867,83.64,0.73215
Mar-17-2010,5231.90,1159.463914,84.85,0.72695
Mar-18-2010,5245.90,1166.210002,85.88,0.72685
Mar-19-2010,5262.80,1165.833014,85.83,0.73445
Mar-22-2010,5205.20,1159.89735,84.43,0.73915
Mar-23-2010,5225.30,1165.807554,85.02,0.73855
Mar-25-2010,5260.40,1174.166255,85.15,0.73895
Mar-26-2010,5282.00,1165.72715,84.38,0.74985
Mar-29-2010,5302.85,1166.588592,83.84,0.74645
Mar-30-2010,5262.45,1173.222223,85.29,0.74255
Mar-31-2010,5249.10,1173.271454,85.47,0.74595
Apr-01-2010,5290.50,1169.431192,86.61,0.73955
Apr-05-2010,5368.40,1178.102625,87.85,0.73785
Apr-06-2010,5366.00,1187.439253,89.66,0.74175
Apr-07-2010,5374.65,1189.441109,90.2,0.74765
Apr-08-2010,5304.45,1182.450438,90.12,0.74855
Apr-09-2010,5361.75,1186.440925,90,0.74915
Apr-12-2010,5339.70,1194.367711,90.22,0.74185
Apr-13-2010,5322.95,1196.478278,90.79,0.73565
Apr-15-2010,5273.60,1197.30125,90.31,0.73705
Apr-16-2010,5262.60,1211.668046,92.22,0.73745
Apr-19-2010,5203.65,1192.128836,91.19,0.74065
Apr-20-2010,5230.10,1197.518157,89.89,0.74255
Apr-21-2010,5244.90,1207.17451,90.28,0.74355
Apr-22-2010,5269.35,1205.944693,91.75,0.74755
Apr-23-2010,5304.10,1208.669687,91.85,0.75245
Apr-26-2010,5322.45,1217.275648,92.87,0.74815
Apr-27-2010,5308.35,1212.054011,92.9,0.74955
Apr-28-2010,5215.45,1183.713167,92.28,0.75375
Apr-29-2010,5254.15,1191.355833,92.41,0.76105
Apr-30-2010,5278.00,1206.776116,92.86,0.75575
May-03-2010,5222.75,1186.689376,93.81,0.75275
May-04-2010,5148.50,1202.260116,95.45,0.75865
May-05-2010,5124.90,1173.599284,92.42,0.76795
May-06-2010,5090.85,1165.897009,90.25,0.77705
May-07-2010,5018.05,1128.150395,87.19,0.78655
May-10-2010,5193.60,1110.884683,86.61,0.78705
May-11-2010,5136.15,1159.726456,88.29,0.77865
May-12-2010,5156.65,1155.786706,88.45,0.78715
May-13-2010,5178.90,1171.672681,89.06,0.79175
May-14-2010,5093.50,1157.437414,88.03,0.79495
May-17-2010,5059.90,1135.682343,84.68,0.80755
May-18-2010,5066.20,1136.942504,81.52,0.81185
May-19-2010,4919.65,1120.803028,80.97,0.80815
May-20-2010,4947.60,1115.049389,79.72,0.81175
May-21-2010,4931.15,1071.593674,77.7,0.80815
May-24-2010,4943.95,1087.693251,78.3,0.79575
May-25-2010,4806.75,1073.652397,78.14,0.80695
May-26-2010,4917.40,1074.026861,76.59,0.81585
May-27-2010,5003.10,1067.94741,78.58,0.81965
May-28-2010,5066.55,1103.062081,81.8,0.81195
May-31-2010,5086.30,1089.405844,81.89,0.81075
Jun-01-2010,4970.20,1089.405844,81.89,0.81415
Jun-02-2010,5019.85,1070.707343,81.18,0.81335
Jun-03-2010,5110.50,1098.380033,82.4,0.81955
Jun-04-2010,5135.50,1102.825081,83.7,0.82025
Jun-07-2010,5034.00,1064.875041,80.5,0.83265
Jun-08-2010,4987.10,1050.474818,80.93,0.83735
Jun-09-2010,5000.30,1062.003596,80.61,0.83555
Jun-10-2010,5078.60,1055.693964,82.15,0.82865
Jun-11-2010,5119.35,1086.835128,83.3,0.82575
Jun-14-2010,5197.70,1091.59956,82.66,0.82925
Jun-15-2010,5222.35,1089.625561,82.88,0.81355
Jun-16-2010,5233.35,1115.227781,83.89,0.81135
Jun-17-2010,5274.85,1114.608607,84.55,0.81115
Jun-18-2010,5262.60,1116.035424,84.57,0.80875
Jun-21-2010,5353.30,1117.510608,84.32,0.80895
Jun-22-2010,5316.55,1113.198647,84.57,0.80705
Jun-23-2010,5323.15,1095.310753,84.02,0.81315
Jun-24-2010,5320.60,1092.035127,82.27,0.81835
Jun-25-2010,5269.05,1073.69041,81.8,0.81135
Jun-28-2010,5333.50,1076.764637,83.75,0.81255
Jun-29-2010,5256.15,1074.569957,83.54,0.81065
Jun-30-2010,5312.50,1041.242474,81.24,0.82075
Jul-01-2010,5251.40,1030.710083,80.44,0.81435
Jul-02-2010,5237.10,1027.37387,78.3,0.80165
Jul-05-2010,5235.90,1022.582975,77.42,0.79435
Jul-06-2010,5289.05,1022.582975,77.42,0.79825
Jul-07-2010,5241.10,1028.060492,77.93,0.79145
Jul-08-2010,5296.85,1060.272802,80.05,0.79225
Jul-09-2010,5352.45,1070.245499,81.46,0.78975
Jul-12-2010,5383.00,1077.957709,81.53,0.79105
Jul-13-2010,5400.65,1078.747148,80.4,0.79555
Jul-14-2010,5386.15,1095.335873,82.46,0.78775
Jul-15-2010,5378.75,1095.171226,82.13,0.78385
Jul-16-2010,5393.90,1096.475832,81.68,0.77445
Jul-19-2010,5386.45,1064.877414,81.26,0.77315
Jul-20-2010,5368.00,1071.247658,81.54,0.77115
Jul-21-2010,5399.35,1083.484306,81.95,0.77425
Jul-22-2010,5441.95,1069.591273,81.74,0.78075
Jul-23-2010,5449.10,1093.67053,83.97,0.77385
Jul-26-2010,5418.60,1102.658225,83.79,0.77855
Jul-27-2010,5430.60,1115.009301,83.88,0.77115
Jul-28-2010,5397.55,1113.838493,82.67,0.77075
Jul-29-2010,5408.90,1106.126644,82.62,0.76865
Jul-30-2010,5367.60,1101.530678,84.1,0.76525
Aug-02-2010,5431.65,1101.597352,84.5,0.76675
Aug-03-2010,5439.55,1125.859237,86.51,0.75805
Aug-04-2010,5467.85,1120.457314,87.56,0.75615
Aug-05-2010,5447.10,1127.23911,87.5,0.76045
Aug-06-2010,5439.25,1125.8149,87.06,0.76045
Aug-09-2010,5486.15,1121.641913,86.41,0.75215
Aug-10-2010,5460.70,1127.791043,87.32,0.75535
Aug-11-2010,5420.60,1121.060865,86.39,0.76375
Aug-12-2010,5416.45,1089.473169,84.11,0.77595
Aug-13-2010,5452.10,1083.610047,81.63,0.77765
Aug-16-2010,5418.30,1079.246441,81.29,0.78365
Aug-17-2010,5414.15,1079.37598,81.24,0.77865
Aug-18-2010,5479.15,1092.541745,82.58,0.77605
Aug-19-2010,5540.20,1094.163482,82.35,0.77735
Aug-20-2010,5530.65,1075.632264,80.96,0.77665
Aug-23-2010,5543.50,1071.692217,80.09,0.78875
Aug-24-2010,5505.10,1067.358562,79.68,0.78985
Aug-25-2010,5462.35,1051.871402,78.73,0.78815
Aug-26-2010,5477.90,1055.328457,79.7,0.79085
Aug-27-2010,5408.70,1047.223836,81.16,0.78685
Aug-30-2010,5415.45,1064.590619,83.06,0.78345
Aug-31-2010,5402.40,1048.921873,83.05,0.78785
Sep-01-2010,5471.85,1049.326456,81.26,0.78665
Sep-02-2010,5486.15,1080.293945,82.98,0.78105
Sep-03-2010,5479.40,1090.100091,83.31,0.77985
Sep-06-2010,5576.95,1104.506615,83.1,0.77705
Sep-07-2010,5604.00,1104.506615,83.1,0.77665
Sep-08-2010,5607.85,1091.840353,83.82,0.78685
Sep-09-2010,5640.05,1098.870435,84.05,0.78445
Sep-13-2010,5760.00,1104.183145,83.13,0.78605
Sep-14-2010,5795.55,1121.903068,84.17,0.77735
Sep-15-2010,5860.95,1121.099166,84.43,0.76995
Sep-16-2010,5828.70,1125.065417,84.32,0.76875
Sep-17-2010,5884.95,1124.66317,83.35,0.76405
Sep-20-2010,5980.45,1125.592463,83.29,0.76665
Sep-21-2010,6009.05,1142.708873,84.07,0.76435
Sep-22-2010,5991.00,1139.781934,83.01,0.76195
Sep-23-2010,5959.55,1134.277541,82.63,0.74735
Sep-24-2010,6018.30,1124.82904,82.62,0.74975
Sep-27-2010,6035.65,1148.670598,83.35,0.74155
Sep-28-2010,6029.50,1142.163171,83.01,0.74195
Sep-29-2010,5991.30,1147.698728,83.32,0.73665
Sep-30-2010,6029.95,1144.726185,84.88,0.73405
Oct-01-2010,6143.40,1141.201156,86.31,0.73605
Oct-04-2010,6159.45,1146.236865,87.58,0.72685
Oct-05-2010,6145.80,1137.033722,87.07,0.73025
Oct-06-2010,6186.45,1160.745041,88.38,0.72295
Oct-07-2010,6120.30,1159.973938,88.51,0.71855
Oct-08-2010,6103.45,1158.057687,86.95,0.71805
Oct-11-2010,6135.85,1165.146232,87.85,0.71775
Oct-12-2010,6090.90,1165.317954,87.69,0.71945
Oct-13-2010,6233.90,1169.770968,87.39,0.72265
Oct-14-2010,6177.35,1178.102323,88.24,0.71565
Oct-15-2010,6062.65,1173.813706,87.77,0.71085
Oct-18-2010,6075.95,1176.188464,86.4,0.71255
Oct-19-2010,6027.30,1184.711673,88.24,0.71615
Oct-20-2010,5982.10,1165.895551,84.93,0.72495
Oct-21-2010,6101.50,1178.172959,86.82,0.71555
Oct-22-2010,6066.05,1180.264563,85.22,0.71525
Oct-25-2010,6105.80,1183.076759,86.29,0.71865
Oct-26-2010,6082.00,1185.62072,86.86,0.71465
Oct-27-2010,6012.65,1185.636139,86.91,0.72135
Oct-28-2010,5987.70,1182.447954,86.67,0.72565
Oct-29-2010,6017.70,1183.776098,86.9,0.71775
Nov-01-2010,6117.55,1183.257733,85.98,0.71885
Nov-02-2010,6119.00,1184.384759,87.34,0.72005
Nov-03-2010,6160.50,1193.567554,88.12,0.71285
Nov-04-2010,6281.80,1197.961445,88.93,0.71345
Nov-05-2010,6312.45,1221.055259,90.31,0.70345
Nov-08-2010,6273.20,1225.847867,90.68,0.71235
Nov-09-2010,6301.55,1223.246735,91.02,0.71915
Nov-10-2010,6275.70,1213.396589,90.7,0.72115
Nov-11-2010,6194.25,1218.708532,91.05,0.72925
Nov-12-2010,6071.65,1213.535334,91.16,0.73285
Nov-15-2010,6121.60,1199.208309,88.47,0.72865
Nov-16-2010,5988.70,1197.751457,88.45,0.73515
Nov-18-2010,5998.80,1178.344448,86.45,0.73955
Nov-19-2010,5890.30,1196.685143,86.23,0.73495
Nov-22-2010,6010.00,1199.730081,85.41,0.73285
Nov-23-2010,5934.75,1197.843668,85.17,0.73485
Nov-24-2010,5865.75,1180.727272,84.77,0.74765
Nov-25-2010,5799.75,1198.353814,87.22,0.74785
Nov-26-2010,5751.95,1198.353814,87.22,0.74815
Nov-29-2010,5830.00,1189.403805,87.05,0.75575
Nov-30-2010,5862.70,1187.761537,88.72,0.76325
Dec-01-2010,5960.90,1180.552981,87.05,0.76715
Dec-02-2010,6011.70,1206.06798,89.36,0.76525
Dec-03-2010,5992.80,1221.531723,89.89,0.75575
Dec-06-2010,5992.25,1224.707722,90.04,0.74755
Dec-07-2010,5976.55,1223.121569,89.5,0.75325
Dec-08-2010,5903.70,1223.74641,90.24,0.75065
Dec-09-2010,5766.50,1228.284085,90.32,0.75555
Dec-10-2010,5857.35,1232.997675,90.24,0.75855
Dec-13-2010,5907.65,1240.397728,89.68,0.75605
Dec-14-2010,5944.10,1240.459828,90.52,0.74705
Dec-15-2010,5892.30,1241.588918,90.72,0.74735
Dec-16-2010,5948.75,1235.233062,91.45,0.75055
Dec-20-2010,5947.05,1242.870113,91.3,0.75765
Dec-21-2010,6000.65,1247.07772,92.3,0.76185
Dec-22-2010,5984.40,1254.600405,92.62,0.76125
Dec-23-2010,5980.00,1258.837075,92.97,0.76395
Dec-24-2010,6011.60,1256.771628,93.76,0.76235
Dec-27-2010,5998.10,1256.771628,93.76,0.76245
Dec-28-2010,5996.00,1257.536534,93.5,0.76015
Dec-29-2010,6060.35,1258.513592,93.9,0.76255
Dec-30-2010,6101.85,1259.782831,93.68,0.76075
Dec-31-2010,6134.50,1257.884067,92.91,0.75375
Jan-03-2011,6157.60,1257.635987,94.43,0.74575
Jan-04-2011,6146.35,1271.869878,94.83,0.74725
Jan-05-2011,6079.80,1270.196446,93.75,0.75135
Jan-06-2011,6048.25,1276.563494,95.22,0.75975
Jan-07-2011,5904.60,1273.85213,94.3,0.76815
Jan-10-2011,5762.85,1271.502443,93.12,0.77195
Jan-11-2011,5754.10,1269.752934,94.94,0.77285
Jan-12-2011,5863.25,1274.482318,96.29,0.77085
Jan-13-2011,5751.90,1285.95515,96.37,0.76565
Jan-14-2011,5654.55,1283.758674,96.09,0.74955
Jan-17-2011,5654.75,1293.244972,96.66,0.74895
Jan-18-2011,5724.05,1293.244972,96.66,0.75225
Jan-19-2011,5691.05,1295.019485,96.51,0.74615
Jan-20-2011,5711.60,1281.917703,96.33,0.74115
Jan-21-2011,5696.50,1280.256804,95.1,0.74495
Jan-24-2011,5743.25,1283.346657,95.56,0.73645
Jan-25-2011,5687.40,1290.835498,94.84,0.73145
Jan-27-2011,5604.30,1291.179857,93.56,0.73455
Jan-28-2011,5512.15,1299.540938,95.37,0.72985
Jan-31-2011,5505.90,1276.343523,97.92,0.73355
Feb-01-2011,5417.20,1286.120912,99.56,0.72995
Feb-02-2011,5432.00,1307.591826,99.6,0.72545
Feb-03-2011,5526.75,1304.029249,100.49,0.72475
Feb-04-2011,5395.75,1307.102162,100.13,0.73315
Feb-07-2011,5396.00,1310.87024,98.84,0.73685
Feb-08-2011,5312.55,1319.051981,98.46,0.73755
Feb-09-2011,5253.55,1324.573129,98.84,0.73095
Feb-10-2011,5225.80,1320.878908,99.29,0.73145
Feb-11-2011,5310.00,1321.868414,98.56,0.73395
Feb-14-2011,5456.00,1329.145642,98.02,0.73795
Feb-15-2011,5481.00,1332.321999,98.59,0.74205
Feb-16-2011,5481.70,1328.01374,96.93,0.74065
Feb-17-2011,5546.45,1336.321982,97.22,0.73825
Feb-18-2011,5458.95,1340.426521,96.75,0.73495
Feb-21-2011,5518.60,1343.013522,97.93,0.73205
Feb-22-2011,5469.20,1343.013522,97.93,0.73075
Feb-23-2011,5437.35,1315.444573,99.93,0.73155
Feb-24-2011,5262.70,1307.398197,101.96,0.72615
Feb-25-2011,5303.55,1306.099422,100.97,0.72525
Feb-28-2011,5333.25,1319.88273,102.04,0.72715
Mar-01-2011,5522.30,1327.224191,101.57,0.72445
Mar-03-2011,5536.20,1306.331544,103.93,0.72415
Mar-04-2011,5538.75,1330.968517,105.21,0.71755
Mar-07-2011,5463.15,1321.152939,106.38,0.71575
Mar-08-2011,5520.80,1310.130733,107.31,0.71495
Mar-09-2011,5531.00,1321.8181,106.59,0.71925
Mar-10-2011,5494.40,1320.024841,107.3,0.71915
Mar-11-2011,5445.45,1295.106174,105.48,0.72445
Mar-14-2011,5531.50,1304.281298,104.17,0.72265
Mar-15-2011,5449.65,1296.387794,104.15,0.71515
Mar-16-2011,5511.15,1281.871757,99.94,0.71555
Mar-17-2011,5446.65,1256.876356,100.94,0.71825
Mar-18-2011,5373.70,1273.715294,104.21,0.71255
Mar-21-2011,5364.75,1279.204993,103.6,0.70595
Mar-22-2011,5413.85,1298.383094,105.04,0.70355
Mar-23-2011,5480.25,1293.76945,106.52,0.70415
Mar-24-2011,5522.40,1297.543188,106.71,0.70815
Mar-25-2011,5654.25,1309.660549,106.89,0.70495
Mar-28-2011,5687.25,1313.802081,106.9,0.70965
Mar-29-2011,5736.35,1310.193365,105.8,0.70895
Mar-30-2011,5787.65,1319.443185,106.37,0.71005
Mar-31-2011,5833.75,1328.260016,106.23,0.70955
Apr-01-2011,5826.05,1325.826718,108.18,0.70515
Apr-04-2011,5908.45,1332.413123,109.16,0.70525
Apr-05-2011,5910.05,1332.8739,110.06,0.70385
Apr-06-2011,5891.75,1332.633845,110.22,0.70355
Apr-07-2011,5885.70,1335.540212,110.57,0.69735
Apr-08-2011,5842.00,1333.508831,111.65,0.69965
Apr-11-2011,5785.70,1328.166767,113.94,0.69275
Apr-13-2011,5911.50,1324.455957,111.68,0.69185
Apr-15-2011,5824.55,1314.413644,109.33,0.69055
Apr-18-2011,5729.10,1319.677906,111.01,0.69235
Apr-19-2011,5740.75,1305.136076,108.57,0.70455
Apr-20-2011,5851.65,1312.621994,109.12,0.69865
Apr-21-2011,5884.70,1330.357805,112.09,0.68945
Apr-25-2011,5874.50,1337.384852,112.86,0.68585
Apr-26-2011,5868.40,1335.247876,112.76,0.68745
Apr-27-2011,5833.90,1347.239941,112.93,0.68385
Apr-28-2011,5785.45,1355.658014,113.49,0.68245
Apr-29-2011,5749.50,1360.480743,113.52,0.67465
May-02-2011,5701.30,1363.61221,114.58,0.67415
May-03-2011,5565.25,1361.221995,114.2,0.67145
May-04-2011,5537.15,1356.622175,111.83,0.67265
May-05-2011,5459.85,1347.323447,110.18,0.67275
May-06-2011,5551.45,1335.102572,100.93,0.68505
May-09-2011,5551.10,1340.202897,98.67,0.68965
May-10-2011,5541.25,1346.294961,103.89,0.70035
May-11-2011,5565.05,1357.159798,105.47,0.69665
May-12-2011,5486.15,1342.083236,99.59,0.69915
May-13-2011,5544.75,1348.649638,100.44,0.70265
May-16-2011,5499.00,1337.77498,101.21,0.70595
May-17-2011,5438.95,1329.468992,99.17,0.70305
May-18-2011,5420.60,1328.978283,98.84,0.70645
May-19-2011,5428.10,1340.676989,101.52,0.70195
May-20-2011,5486.35,1343.601065,100.34,0.70115
May-23-2011,5386.55,1333.269188,101.42,0.70535
May-24-2011,5394.85,1317.365555,99.36,0.71355
May-25-2011,5348.95,1316.280729,101.3,0.70845
May-26-2011,5412.35,1320.473136,103.04,0.70955
May-27-2011,5476.10,1325.689157,102.4,0.70925
May-30-2011,5473.10,1331.103823,102.73,0.70095
May-31-2011,5560.15,1331.103823,102.73,0.70045
Jun-01-2011,5592.00,1345.197335,104.71,0.69555
Jun-02-2011,5550.35,1314.545873,102.46,0.69175
Jun-03-2011,5516.75,1312.937164,102.88,0.69395
Jun-06-2011,5532.05,1300.162574,102.78,0.68635
Jun-07-2011,5556.15,1286.16795,101.55,0.68425
Jun-08-2011,5526.85,1284.944281,101.76,0.68175
